API_UWI,Unformatted_API_UWI,WellName,Country,StateProvince,County,ENVOperator,StateWellType,Formation,FirstProdDate,Latitude,Longitude,Latitude_BH,Longitude_BH,TVD_FT,MD_FT,Field,Section,Township,Range,Section_Township_Range,ElevationKB_FT,ElevationGL_FT,PermitApprovedDate,DrillingEndDate,StateFileNumber,UpperPerf_FT,LowerPerf_FT,FirstProdYear
25-083-21789,2508321789,G. MARTIN  1-1R,US,MT,RICHLAND,SAMSON OIL AND GAS USA,OIL,NISKU,1990-08-01,48.03111308469717,-104.29328816668995,,,,12550.0,"Sioux Pass, North",01,026N,057E,01-026N-057E,,1964.0,1990-06-01,,,,,*Pre-2010
25-085-21698,2508521698,SAMPSEN  44-27H,US,MT,ROOSEVELT,SAMSON OIL AND GAS USA,INJECTION - DISPOSAL,RATCLIFFE,2006-10-01,48.31970362668972,-104.15331998740997,48.32986258532592,-104.16884821138738,,14215.0,Wildcat Roosevelt,27,030N,058E,27-030N-058E,2341.0,2321.0,2005-11-15,,,,,*Pre-2010
33-053-02408,3305302408,BUXBAUM     1-6,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,1992-12-01,47.84694254240412,-104.03591728377873,,,,9103.0,HARDING,06,150N,104W,06-150N-104W,1908.0,1894.0,,,13431,9008,9030,*Pre-2010
25-083-21138,2508321138,MCGINNIS  1-34,US,MT,RICHLAND,SAMSON OIL AND GAS USA,OIL,RED RIVER,1976-09-01,47.95995866010095,-104.3357912534165,,,,12690.0,"Sioux Pass, Middle",34,026N,057E,34-026N-057E,2309.0,2297.0,1976-06-21,,,,,*Pre-2010
25-083-21882,2508321882,FEDERAL  C-17,US,MT,RICHLAND,SAMSON OIL AND GAS USA,OIL,NISKU,2000-12-01,48.00912974708553,-104.26254279300456,,,,12650.0,"Sioux Pass, North",17,026N,058E,17-026N-058E,2122.0,2099.0,2000-08-08,,,,,*Pre-2010
25-085-21700,2508521700,PICARD  44-29H,US,MT,ROOSEVELT,SAMSON OIL AND GAS USA,OIL,RATCLIFFE,2006-09-01,48.318661950641165,-104.19670068308817,48.329541,-104.213655,,14653.0,Gunsight,29,030N,058E,29-030N-058E,2418.0,2393.0,2006-02-02,,,,,*Pre-2010
33-053-02602,3305302602,SCHMIDT 1-25H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-04-01,47.78786899999999,-103.68820699999999,47.777676541231436,-103.67153377964857,9377.0,14645.0,FOREMAN BUTTE,25,150N,102W,25-150N-102W,2168.0,2169.0,2004-06-25,2005-03-16,15622,9388,14645,*Pre-2010
33-053-02602,3305302602,SCHMIDT 1-25H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-04-01,47.78786899999999,-103.68820699999999,47.777676541231436,-103.67153377964857,9378.0,14645.0,FOREMAN BUTTE,25,150N,102W,25-150N-102W,2168.0,2169.0,2004-06-25,,,9388,14645,*Pre-2010
25-085-21803,2508521803,AUSTRALIA IV  12 KA 16,US,MT,ROOSEVELT,SAMSON OIL AND GAS USA,OIL,,,48.20244048715988,-104.72020503591587,48.213725,-104.737985,,15256.0,Wildcat Roosevelt,03,028N,054E,03-028N-054E,,2032.0,2011-07-06,,,,,
33-053-02592,3305302592,KILLEBREW 1-28H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2004-09-01,47.7888437,-103.75239709999998,47.77838559346731,-103.73749187925462,9433.0,14530.0,FOREMAN BUTTE,28,150N,102W,28-150N-102W,2286.0,2273.0,2004-04-20,2004-08-16,15587,9442,14530,*Pre-2010
33-053-02592,3305302592,KILLEBREW 1-28H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2004-09-01,47.7888437,-103.75239709999998,47.77838559346731,-103.73749187925462,9433.0,14530.0,FOREMAN BUTTE,28,150N,102W,28-150N-102W,2286.0,2273.0,2004-04-20,,,9442,14530,*Pre-2010
33-053-02635,3305302635,GALARRAGA 1-2H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON,2005-07-01,47.747872,-103.691676,47.759514820732335,-103.7093429082112,9445.0,15300.0,FOREMAN BUTTE,02,149N,102W,02-149N-102W,2252.0,2241.0,2005-03-15,2005-07-03,15763,9510,15300,*Pre-2010
33-053-02635,3305302635,GALARRAGA 1-2H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON,2005-07-01,47.747872,-103.691676,47.759514820732335,-103.7093429082112,9445.0,15300.0,FOREMAN BUTTE,02,149N,102W,02-149N-102W,2252.0,2241.0,2005-03-15,,,9510,15300,*Pre-2010
33-053-02596,3305302596,TIMBER CREEK 1-34H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2004-08-01,47.936837,-103.585956,47.94713118601418,-103.6012663882144,9379.0,14465.0,CAMP,34,152N,101W,34-152N-101W,2022.0,2008.0,2004-05-05,2004-07-28,15596,9196,14465,*Pre-2010
33-053-02596,3305302596,TIMBER CREEK 1-34H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2004-08-01,47.936837,-103.585956,47.94713118601418,-103.6012663882144,9379.0,14465.0,CAMP,34,152N,101W,34-152N-101W,2022.0,2008.0,2004-05-05,,,9196,14465,*Pre-2010
25-085-21651,2508521651,PANASUK  43X-4,US,MT,ROOSEVELT,SAMSON OIL AND GAS USA,OIL,RATCLIFFE,2000-08-01,48.291597896709426,-104.17541500300356,48.303371,-104.178694,,13152.0,Target,04,029N,058E,04-029N-058E,2431.0,2416.0,2000-06-22,,,,,*Pre-2010
33-105-01432,3310501432,BERGER 1-22H,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,NESSON,1997-05-01,48.31534009797717,-103.53297576944206,48.32429280550555,-103.53429058672215,9237.0,12356.0,EAST FORK,22,156N,100W,22-156N-100W,2093.0,2077.0,,1997-04-16,14614,9510,12356,*Pre-2010
33-053-02623,3305302623,EVANS 1-10H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-02-01,47.83382399999999,-103.73209,47.82077569577256,-103.7140583021161,9371.0,15439.0,FOREMAN BUTTE,10,150N,102W,10-150N-102W,2185.0,2171.0,2004-12-10,2005-01-26,15715,9480,15439,*Pre-2010
33-053-02623,3305302623,EVANS 1-10H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-02-01,47.83382399999999,-103.73209,47.82077569577256,-103.7140583021161,9371.0,15439.0,FOREMAN BUTTE,10,150N,102W,10-150N-102W,2185.0,2171.0,2004-12-10,,,9480,15439,*Pre-2010
33-105-01436,3310501436,SANDBERG 1-21H,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,NESSON,1997-08-01,48.3152698310366,-103.55025205969328,48.32562293494299,-103.55724339743212,9083.0,13049.0,EAST FORK,21,156N,100W,21-156N-100W,1989.0,1976.0,,1997-07-14,14659,9453,13049,*Pre-2010
33-105-00819,3310500819,BROWN 1-8,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,MISSION CANYON,1980-04-01,48.26431935708871,-103.44172166191662,48.26781283559925,-103.43486890594245,9358.0,14094.0,EPPING,08,155N,099W,08-155N-099W,2116.0,2090.0,,1980-03-17,7405,9456,9530,*Pre-2010
33-105-00819,3310500819,BROWN 1-8,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,MISSION CANYON,1980-04-01,48.26431935708871,-103.44172166191662,48.26781283559925,-103.43486890594245,9358.0,11371.0,EPPING,08,155N,099W,08-155N-099W,2116.0,2090.0,,,,9171,11371,*Pre-2010
33-053-02686,3305302686,SHEFFIELD 1-30H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,2006-04-01,47.789826999999995,-103.6673943,47.77984234771137,-103.65339427330724,9447.0,14062.0,PRONGHORN,30,150N,101W,30-150N-101W,2230.0,2216.0,,2006-02-18,16070,9547,14107,*Pre-2010
25-085-21696,2508521696,PICARD  11-34H,US,MT,ROOSEVELT,SAMSON OIL AND GAS USA,OIL,RATCLIFFE,2006-05-01,48.31564961963776,-104.17134714710149,48.30309756397439,-104.15591204479936,,14709.0,Gunsight,34,030N,058E,34-030N-058E,2338.0,2325.0,2005-09-28,,,,,*Pre-2010
33-053-02485,3305302485,FLYNN     31-33,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,1996-01-01,47.85951907315241,-103.99871137770438,,,,9650.0,HARDING,33,151N,104W,33-151N-104W,1901.0,1881.0,,,13824,8929,9162,*Pre-2010
33-053-02618,3305302618,MATTHEWS  1-13H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,NESSON AND RATCLIFFE,2005-08-01,47.818721,-103.68899799999998,47.806978,-103.672143,9523.0,14731.0,FOREMAN BUTTE,13,150N,102W,13-150N-102W,2226.0,2208.0,2004-10-26,2005-07-18,15680,9975,14731,*Pre-2010
33-053-02618,3305302618,MATTHEWS  1-13H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,NESSON AND RATCLIFFE,2005-08-01,47.818721,-103.68899799999998,47.806978,-103.672143,9523.0,14731.0,FOREMAN BUTTE,13,150N,102W,13-150N-102W,2226.0,2208.0,2004-10-26,,,9975,14731,*Pre-2010
33-053-02618,3305302618,MATTHEWS  1-13H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,NESSON AND RATCLIFFE,2005-08-01,47.818721,-103.68899799999998,47.806978,-103.672143,9404.0,15006.0,FOREMAN BUTTE,13,150N,102W,13-150N-102W,2226.0,2208.0,2004-10-26,,,9571,15006,*Pre-2010
33-053-90087,3305390087,DANIELSON 4-32 SWD,US,ND,MCKENZIE,SAMSON OIL AND GAS,SALT WATER DISPOSAL,,,47.85007663330751,-104.02976720198748,,,,5688.0,HARDING,32,151N,104W,32-151N-104W,1905.0,1899.0,,,90087,5456,5598,
25-083-21800,2508321800,YELLOWSTONE  1-19A,US,MT,RICHLAND,SAMSON OIL AND GAS USA,OIL,RATCLIFFE,1993-07-01,47.90193557968388,-104.14213288477134,,,,9200.0,FAIRVIEW,19,025N,059E,19-025N-059E,2173.0,2159.0,1991-11-04,,,,,*Pre-2010
25-091-21548,2509121548,STUBBE  1,US,MT,SHERIDAN,SAMSON OIL AND GAS USA,OIL,MADISON,1984-09-01,48.91838506502032,-104.06655836722015,,,,10603.0,"Flat Lake, East",34,037N,058E,34-037N-058E,,2096.0,1984-06-05,,,,,*Pre-2010
33-053-02582,3305302582,FORTHUN 2-1,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,2004-03-01,47.923714000000004,-103.54373199999999,47.93102470308504,-103.55568226889348,9546.0,13232.0,CAMP,01,151N,101W,01-151N-101W,2132.0,2118.0,2004-01-12,2004-02-24,15529,9415,13232,*Pre-2010
33-053-02582,3305302582,FORTHUN 2-1,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,2004-03-01,47.923714000000004,-103.54373199999999,47.93102470308504,-103.55568226889348,9545.0,13232.0,CAMP,01,151N,101W,01-151N-101W,2132.0,2118.0,2004-01-12,,,9375,13232,*Pre-2010
33-105-03301,3310503301,RAINBOW  5-20-17HBK,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,,,48.48763504876031,-103.37905611646622,,,,,RAINBOW,29,158N,098W,29-158N-098W,,2247.0,2013-11-04,,,,,
33-105-01534,3310501534,MILLER 1-14H,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-08-01,48.0686592203422,-103.88599954427293,48.080098962961216,-103.90334944519495,9164.0,14960.0,LAKE TRENTON,14,153N,103W,14-153N-103W,2108.0,2095.0,2005-03-23,2005-08-04,15771,9602,14960,*Pre-2010
25-083-21795,2508321795,FEDERAL  D-20,US,MT,RICHLAND,SAMSON OIL AND GAS USA,OIL,RED RIVER,1991-02-01,47.99474733005524,-104.26317373175876,,,,12485.0,"Sioux Pass, North",20,026N,058E,20-026N-058E,2019.0,2000.0,1990-12-26,,,,,*Pre-2010
33-053-02666,3305302666,BENCH  1-5H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,2006-02-01,47.8372222,-103.75607219999999,47.846642677260505,-103.77377804427196,9421.0,14700.0,FOREMAN BUTTE,05,150N,102W,05-150N-102W,2262.0,2248.0,2005-06-28,2006-01-19,15883,9533,14700,*Pre-2010
33-053-02666,3305302666,BENCH  1-5H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,2006-02-01,47.8372222,-103.75607219999999,47.846642677260505,-103.77377804427196,9421.0,14700.0,FOREMAN BUTTE,05,150N,102W,05-150N-102W,2262.0,2248.0,2005-06-28,,,9533,14700,*Pre-2010
25-085-21375,2508521375,CRUSCH  3-42,US,MT,ROOSEVELT,SAMSON OIL AND GAS USA,INJECTION - DISPOSAL,MISSION CANYON,1982-06-01,48.2969612162517,-104.15419647295813,,,,9685.0,Gunsight,03,029N,058E,03-029N-058E,2412.0,2398.0,1982-02-16,,,,,*Pre-2010
25-085-21690,2508521690,PICARD  24-28H,US,MT,ROOSEVELT,SAMSON OIL AND GAS USA,OIL,RATCLIFFE,2005-07-01,48.3175938510415,-104.18404351696671,48.329613,-104.189903,,13521.0,Gunsight,28,030N,058E,28-030N-058E,2346.0,2328.0,2005-04-11,,,,,*Pre-2010
33-105-03921,3310503921,RAINBOW  9-19-18HTF,US,ND,WILLIAMS,SAMSON OIL AND GAS,OIL & GAS,,,48.48768688592794,-103.389527492615,,,,,RAINBOW,30,158N,098W,30-158N-098W,,2241.0,2014-12-12,,,,,
25-085-21821,2508521821,GRETEL II  12 KA 3,US,MT,ROOSEVELT,SAMSON OIL AND GAS USA,OIL,MIDDLE BAKKEN,2012-06-01,48.160096088887165,-104.85311934116639,48.147734,-104.834254,8922.0,15555.0,"Elm Coulee, Northeast",22,028N,053E,22-028N-053E,1978.0,1954.0,2011-10-18,,8720,11772,15358,2012
33-053-02484,3305302484,KLEIN  23-33,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MULTIPLE,1996-02-01,47.85400211991442,-104.00388475829928,,,,12852.0,HARDING,33,151N,104W,33-151N-104W,1899.0,1881.0,,,13823,8921,12490,*Pre-2010
33-053-02583,3305302583,AARON 1-22,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2004-07-01,47.802971,-103.728925,47.79309359826802,-103.71456260255562,9467.0,14400.0,FOREMAN BUTTE,22,150N,102W,22-150N-102W,2266.0,2266.0,2004-02-03,2004-04-08,15541,9424,14400,*Pre-2010
33-053-02594,3305302594,SCHMITZ 44-35H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RIVAL,2004-07-01,48.025088919374646,-103.75808401285425,48.03710337095064,-103.76285057494508,9124.0,12859.0,INDIAN HILL,35,153N,102W,35-153N-102W,1887.0,1873.0,2004-04-28,2004-06-26,15594,9298,13629,*Pre-2010
33-053-02594,3305302594,SCHMITZ 44-35H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RIVAL,2004-07-01,48.025088919374646,-103.75808401285425,48.03710337095064,-103.76285057494508,9131.0,13629.0,INDIAN HILL,35,153N,102W,35-153N-102W,1887.0,1873.0,2004-04-28,,,9298,13629,*Pre-2010
33-053-02611,3305302611,JACKSON  1-29H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCILFFE,2005-02-01,47.776528080000006,-103.75167970000001,47.7887830892984,-103.77379089883956,9325.0,16100.0,FOREMAN BUTTE,28,150N,102W,28-150N-102W,2167.0,2149.0,2004-09-20,2005-01-09,15666,10255,16100,*Pre-2010
33-053-02611,3305302611,JACKSON  1-29H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCILFFE,2005-02-01,47.776528080000006,-103.75167970000001,47.7887830892984,-103.77379089883956,9325.0,16100.0,FOREMAN BUTTE,28,150N,102W,28-150N-102W,2167.0,2149.0,2004-09-20,,,10255,16100,*Pre-2010
33-053-02631,3305302631,SNIDER  1-11H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-05-01,47.820242,-103.69166900000002,47.82992904606236,-103.70641156546117,9393.0,15220.0,FOREMAN BUTTE,11,150N,102W,11-150N-102W,2223.0,2209.0,2005-01-14,2005-05-14,15743,9456,15220,*Pre-2010
33-053-02631,3305302631,SNIDER  1-11H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-05-01,47.820242,-103.69166900000002,47.82992904606236,-103.70641156546117,9393.0,15220.0,FOREMAN BUTTE,11,150N,102W,11-150N-102W,2223.0,2209.0,2005-01-14,,,9456,15220,*Pre-2010
33-053-02658,3305302658,BELLE 1-12H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,RATCLIFFE,2005-12-01,47.746232600000006,-103.6892943,47.740653,-103.677834,9440.0,15108.0,FOREMAN BUTTE,12,149N,102W,12-149N-102W,2249.0,2235.0,2005-05-23,2005-11-07,15840,9480,15108,*Pre-2010
33-053-02698,3305302698,MUSIAL  1-18H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,NESSON MISSION CANYON,2006-08-01,47.811532010855004,-103.66801568983601,47.80229754874579,-103.6581954017965,9581.0,13395.0,PRONGHORN,18,150N,101W,18-150N-101W,2284.0,2284.0,2006-02-06,2006-06-05,16132,9888,13395,*Pre-2010
33-053-02609,3305302609,FOXX 1-26H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,2005-01-01,47.78970805,-103.71064980000001,47.778353614186585,-103.69359743189594,9434.0,14888.0,FOREMAN BUTTE,26,150N,102W,26-150N-102W,2246.0,2237.0,2004-09-03,2004-12-12,15655,9525,14888,*Pre-2010
33-053-02609,3305302609,FOXX 1-26H,US,ND,MCKENZIE,SAMSON OIL AND GAS,OIL & GAS,MADISON POOL,2005-01-01,47.78970805,-103.71064980000001,47.778353614186585,-103.69359743189594,9434.0,14888.0,FOREMAN BUTTE,26,150N,102W,26-150N-102W,2246.0,2237.0,2004-09-03,,,9525,14888,*Pre-2010
